hz1,X1,Y1,Z1,hz2,X2,Y2,Z2,hz3,X3,Y3,Z3,hz4,X4,Y4,Z4,hz5,X5,Y5,Z5,hz6,X6,Y6,Z6
,,,,60.25,0.40908316,0.742562039,0.334136997,,,,,60.25,0.846006146,0.690509175,0.341014286,,,,,60.25,0.846006146,0.690509175,0.341014286
,,,,60.5,0.436576277,0.76024475,0.356808309,,,,,60.5,0.933625412,0.826147964,0.314075308,,,,,60.5,0.933625412,0.826147964,0.314075308
,,,,60.75,0.478717972,0.778105544,0.373585804,,,,,60.75,0.808050742,0.758568896,0.401043341,,,,,60.75,0.808050742,0.758568896,0.401043341
,,,,61,0.512316718,0.834810257,0.392017693,,,,,61,0.879097754,0.781053354,0.410085912,,,,,61,0.879097754,0.781053354,0.410085912
,,,,61.25,0.543532319,0.878592255,0.431563731,,,,,61.25,0.82988995,0.78867051,0.449923366,,,,,61.25,0.82988995,0.78867051,0.449923366
,,,,61.5,0.573418964,0.882855061,0.462102816,,,,,61.5,0.77667704,0.698088278,0.491414271,,,,,61.5,0.77667704,0.698088278,0.491414271
,,,,61.75,0.614489284,0.877954766,0.490044706,,,,,61.75,0.803360888,0.78512329,0.453552429,,,,,61.75,0.803360888,0.78512329,0.453552429
,,,,62,0.690203705,0.889003609,0.51691252,,,,,62,0.655497114,0.678701361,0.526863047,,,,,62,0.655497114,0.678701361,0.526863047
,,,,62.25,0.737212772,1,0.572971689,,,,,62.25,0.75102215,0.758665867,0.478297794,,,,,62.25,0.75102215,0.758665867,0.478297794
,,,,62.5,0.765814939,0.910720309,0.613589564,,,,,62.5,0.685865291,0.728640969,0.527923956,,,,,62.5,0.685865291,0.728640969,0.527923956
,,,,62.75,0.785289579,0.771317334,0.640361336,,,,,62.75,0.678536922,0.692053455,0.549825487,,,,,62.75,0.678536922,0.692053455,0.549825487
,,,,63,0.822965918,0.671711037,0.663311486,,,,,63,0.687721809,0.731569443,0.548778824,,,,,63,0.687721809,0.731569443,0.548778824
,,,,63.25,0.915683446,0.607033699,0.71045714,,,,,63.25,0.595497937,0.589596163,0.648134261,,,,,63.25,0.595497937,0.589596163,0.648134261
,,,,63.5,0.946793955,0.638332106,0.782186844,,,,,63.5,0.66760071,0.699631268,0.593781443,,,,,63.5,0.66760071,0.699631268,0.593781443
,,,,63.75,0.945696572,0.671184533,0.812635364,,,,,63.75,0.587311944,0.63421531,0.770092836,,,,,63.75,0.587311944,0.63421531,0.770092836
,,,,64,0.931758561,0.664110451,0.835835037,,,,,64,0.636186903,0.651569877,0.772146684,,,,,64,0.636186903,0.651569877,0.772146684
,,,,64.25,0.941834779,0.655627977,0.860395287,,,,,64.25,0.616530266,0.647841824,0.867625507,,,,,64.25,0.616530266,0.647841824,0.867625507
,,,,64.5,1,0.645176728,0.963023273,,,,,64.5,0.579056043,0.56157497,0.923091558,,,,,64.5,0.579056043,0.56157497,0.923091558
,,,,64.75,0.988939966,0.648773131,1,,,,,64.75,0.623681815,0.628258906,0.885424108,,,,,64.75,0.623681815,0.628258906,0.885424108
,,,,65,0.954089142,0.649501578,0.975194236,,,,,65,0.520850291,0.532606835,1,,,,,65,0.520850291,0.532606835,1
,,,,65.25,0.919968526,0.636152941,0.942241069,,,,,65.25,0.608754939,0.570438389,0.884735415,,,,,65.25,0.608754939,0.570438389,0.884735415
,,,,65.5,0.902151685,0.622192345,0.953222645,,,,,65.5,0.567221561,0.537652933,0.989996551,,,,,65.5,0.567221561,0.537652933,0.989996551
,,,,65.75,0.918560825,0.609822568,0.988656773,,,,,65.75,0.568943835,0.48827727,0.950509554,,,,,65.75,0.568943835,0.48827727,0.950509554
,,,,66,0.898424223,0.614332057,0.93797203,,,,,66,0.584780149,0.518631667,0.915239052,,,,,66,0.584780149,0.518631667,0.915239052
,,,,66.25,0.866004887,0.617781936,0.88094731,,,,,66.25,0.511027605,0.414222198,0.956266476,,,,,66.25,0.511027605,0.414222198,0.956266476
,,,,66.5,0.837285578,0.60561056,0.841265078,,,,,66.5,0.587121106,0.492394492,0.794361116,,,,,66.5,0.587121106,0.492394492,0.794361116
,,,,66.75,0.816303391,0.590189311,0.843333175,,,,,66.75,0.523051247,0.452797498,0.911895836,,,,,66.75,0.523051247,0.452797498,0.911895836
,,,,67,0.819831716,0.572595308,0.811895005,,,,,67,0.569850559,0.466047204,0.829447209,,,,,67,0.569850559,0.466047204,0.829447209
,,,,67.25,0.807223178,0.567965696,0.754579746,,,,,67.25,0.555488721,0.483540073,0.836477782,,,,,67.25,0.555488721,0.483540073,0.836477782
,,,,67.5,0.782460213,0.564279758,0.702970435,,,,,67.5,0.5234447,0.430521516,0.829656415,,,,,67.5,0.5234447,0.430521516,0.829656415
,,,,67.75,0.757854958,0.546216643,0.670179224,,,,,67.75,0.558991316,0.505043947,0.726131823,,,,,67.75,0.558991316,0.505043947,0.726131823
,,,,68,0.736932261,0.527774812,0.645679211,,,,,68,0.461866189,0.441013896,0.786492569,,,,,68,0.461866189,0.441013896,0.786492569
,,,,68.25,0.735070536,0.511103998,0.602096018,,,,,68.25,0.534912029,0.511940931,0.671503838,,,,,68.25,0.534912029,0.511940931,0.671503838
,,,,68.5,0.722052863,0.502470368,0.555937571,,,,,68.5,0.495385755,0.500373394,0.70311843,,,,,68.5,0.495385755,0.500373394,0.70311843
,,,,68.75,0.697209525,0.495953771,0.51846062,,,,,68.75,0.48843772,0.485944256,0.651295371,,,,,68.75,0.48843772,0.485944256,0.651295371
,,,,69,0.673771294,0.485727832,0.491416251,,,,,69,0.4969986,0.518558848,0.591530767,,,,,69,0.4969986,0.518558848,0.591530767
,,,,69.25,0.653700915,0.478591829,0.46011718,,,,,69.25,0.419252102,0.419276515,0.591307328,,,,,69.25,0.419252102,0.419276515,0.591307328
,,,,69.5,0.647395727,0.473949806,0.425589079,,,,,69.5,0.481324482,0.50013168,0.462350422,,,,,69.5,0.481324482,0.50013168,0.462350422
,,,,69.75,0.633904573,0.473391189,0.394155469,,,,,69.75,0.425902473,0.446994772,0.504594154,,,,,69.75,0.425902473,0.446994772,0.504594154
,,,,70,0.612522797,0.480623584,0.366327801,,,,,70,0.465098741,0.463930495,0.436159916,,,,,70,0.465098741,0.463930495,0.436159916
,,,,70.25,0.593040276,0.482159516,0.340142315,,,,,70.25,0.464538903,0.468776673,0.405975164,,,,,70.25,0.464538903,0.468776673,0.405975164
,,,,70.5,0.575795514,0.480383452,0.312786124,,,,,70.5,0.43788242,0.4047591,0.392987684,,,,,70.5,0.43788242,0.4047591,0.392987684
,,,,70.75,0.568440993,0.47588562,0.282308444,,,,,70.75,0.485993749,0.461770914,0.309006476,,,,,70.75,0.485993749,0.461770914,0.309006476
,,,,71,0.556783642,0.477758323,0.254850567,,,,,71,0.413633874,0.389239712,0.344748725,,,,,71,0.413633874,0.389239712,0.344748725
,,,,71.25,0.53718953,0.48504982,0.220008235,,,,,71.25,0.488604919,0.43073079,0.294475088,,,,,71.25,0.488604919,0.43073079,0.294475088
,,,,71.5,0.517304789,0.47962488,0.183109237,,,,,71.5,0.463798216,0.409188928,0.30774848,,,,,71.5,0.463798216,0.409188928,0.30774848
,,,,71.75,0.498976741,0.472885593,0.153170789,,,,,71.75,0.473212784,0.380515815,0.298109144,,,,,71.75,0.473212784,0.380515815,0.298109144
,,,,72,0.484918972,0.467150022,0.135537729,,,,,72,0.489787896,0.397213914,0.259707228,,,,,72,0.489787896,0.397213914,0.259707228
,,,,72.25,0.464083485,0.466069191,0.121028779,,,,,72.25,0.442689064,0.313031053,0.289908729,,,,,72.25,0.442689064,0.313031053,0.289908729
,,,,72.5,0.438707158,0.471715745,0.11252787,,,,,72.5,0.520865861,0.388978452,0.242301365,,,,,72.5,0.520865861,0.388978452,0.242301365
,,,,72.75,0.414607999,0.473368955,0.187233744,,,,,72.75,0.45866094,0.337013296,0.278228559,,,,,72.75,0.45866094,0.337013296,0.278228559
,,,,73,0.396385585,0.476156519,0.275681839,,,,,73,0.507710001,0.340802075,0.254806421,,,,,73,0.507710001,0.340802075,0.254806421
,,,,73.25,0.364276984,0.479902436,0.343130448,,,,,73.25,0.508434526,0.338949177,0.247893796,,,,,73.25,0.508434526,0.338949177,0.247893796
,,,,73.5,0.344088841,0.490331956,0.44028876,,,,,73.5,0.45459348,0.261820233,0.242525879,,,,,73.5,0.45459348,0.261820233,0.242525879
,,,,73.75,0.384055764,0.514747477,0.498103723,,,,,73.75,0.503834227,0.299844569,0.192289015,,,,,73.75,0.503834227,0.299844569,0.192289015
,,,,74,0.443375277,0.519077572,0.495222338,,,,,74,0.447688549,0.258118157,0.228731494,,,,,74,0.447688549,0.258118157,0.228731494
,,,,74.25,0.494278911,0.512880903,0.483239445,,,,,74.25,0.55873377,0.308403619,0.197543121,,,,,74.25,0.55873377,0.308403619,0.197543121
,,,,74.5,0.555920235,0.501615067,0.480417676,,,,,74.5,0.54067382,0.300076557,0.214909466,,,,,74.5,0.54067382,0.300076557,0.214909466
,,,,74.75,0.601525697,0.497232067,0.495203148,,,,,74.75,0.571294243,0.287315421,0.213381775,,,,,74.75,0.571294243,0.287315421,0.213381775
,,,,75,0.605066731,0.502291589,0.47624858,,,,,75,0.620018673,0.3267764,0.185887802,,,,,75,0.620018673,0.3267764,0.185887802
,,,,75.25,0.604118129,0.494505509,0.450679907,,,,,75.25,0.563939616,0.258189731,0.206519837,,,,,75.25,0.563939616,0.258189731,0.206519837
,,,,75.5,0.59839585,0.481859891,0.428744325,,,,,75.5,0.64778791,0.31131997,0.166367629,,,,,75.5,0.64778791,0.31131997,0.166367629
,,,,75.75,0.610335008,0.471274803,0.420132105,,,,,75.75,0.604905608,0.285721157,0.202559837,,,,,75.75,0.604905608,0.285721157,0.202559837
,,,,76,0.62589811,0.464254461,0.410355578,,,,,76,0.685362021,0.305923311,0.18899547,,,,,76,0.685362021,0.305923311,0.18899547
,,,,76.25,0.614866239,0.46530543,0.390236867,,,,,76.25,0.679868464,0.309130103,0.187337236,,,,,76.25,0.679868464,0.309130103,0.187337236
,,,,76.5,0.601523131,0.460942301,0.370866143,,,,,76.5,0.682037458,0.278444468,0.192375391,,,,,76.5,0.682037458,0.278444468,0.192375391
,,,,76.75,0.587169798,0.454643548,0.355647171,,,,,76.75,0.756364407,0.328639225,0.156691514,,,,,76.75,0.756364407,0.328639225,0.156691514
,,,,77,0.587187665,0.448682881,0.345893879,,,,,77,0.628881024,0.268220445,0.192181226,,,,,77,0.628881024,0.268220445,0.192181226
,,,,77.25,0.593981291,0.444416598,0.332354346,,,,,77.25,0.757607195,0.313254156,0.165333979,,,,,77.25,0.757607195,0.313254156,0.165333979
,,,,77.5,0.580818221,0.448562197,0.317655866,,,,,77.5,0.717720218,0.296462787,0.186029842,,,,,77.5,0.717720218,0.296462787,0.186029842
,,,,77.75,0.566358901,0.448881894,0.305414173,,,,,77.75,0.743643067,0.28772111,0.183881055,,,,,77.75,0.743643067,0.28772111,0.183881055
,,,,78,0.551944254,0.444101789,0.29475392,,,,,78,0.75323348,0.313081242,0.160982983,,,,,78,0.75323348,0.313081242,0.160982983
,,,,78.25,0.547699224,0.439849481,0.285580984,,,,,78.25,0.672780291,0.253091349,0.175496257,,,,,78.25,0.672780291,0.253091349,0.175496257
,,,,78.5,0.552259629,0.437397383,0.277523424,,,,,78.5,0.750687511,0.311198468,0.142522931,,,,,78.5,0.750687511,0.311198468,0.142522931
,,,,78.75,0.542793853,0.444930714,0.270398267,,,,,78.75,0.653881607,0.272330511,0.164424723,,,,,78.75,0.653881607,0.272330511,0.164424723
,,,,79,0.530902846,0.447094092,0.26481996,,,,,79,0.693964047,0.283276199,0.160263065,,,,,79,0.693964047,0.283276199,0.160263065
